Country Name,"Country Code","Series Name","Series Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
Azerbaijan,"AZE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","11.78","10.91","10.04","9.17","7.99","7.26","6.62","6.33","5.86","5.74","5.63","5.42","5.19","4.97","4.91","4.96","5","5","4.9","5","7.24"
"Bahamas, The","BHS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","7.118","6.87","9.05","10.84","10.2","10.2","7.54","7.88","8.18","14.25","14.435","14.52","14.02","16.18","13.8","12","12.7","9.8","10","9.336","12.016"
Bahrain,"BHR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","1.081","1.118","1.137","1.126","1.064","1.021","1.021","1.006","1.015","1.07","1.13","1.21","1.2","1.184","1.144","1.164","1.19","1.18","1.188","1.217","1.765"
Bangladesh,"BGD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.27","3.609","3.966","4.32","4.316","4.25","3.591","4.015","4.49","5","3.379","3.737","4.07","4.426","4.417","4.397","4.35","4.372","4.439","4.504","5.539"
Barbados,"BRB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","9.35","9.85","10.32","11","9.57","9.08","8.73","7.41","8.12","10.02","10.69","11.19","11.59","11.55","12.17","9.803","8.247","8.62","8.321","8.41","10.586"
Belarus,"BLR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","12.193","11.561","10.874","10.191","9.463","8.759","8.066","7.41","6.728","6.1","6.052","6.024","5.962","5.942","5.908","5.881","5.844","5.648","4.763","4.165","4.049"
Belgium,"BEL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.586","6.178","6.91","7.68","7.363","8.44","8.246","7.459","6.976","7.908","8.293","7.14","7.542","8.425","8.523","8.482","7.83","7.09","5.941","5.364","5.545"
Belize,"BLZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","10.841","9.07","10.04","10.342","10.586","10.91","9.39","8.51","8.18","8.323","8.412","8.424","8.378","8.349","8.244","7.578","7","6.596","9.346","9.053","10.763"
Benin,"BEN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","0.864","0.766","0.69","0.747","0.79","0.859","0.888","0.902","0.895","0.95","1.04","2.647","2.458","2.198","1.952","1.886","1.834","1.691","1.426","1.214","1.518"
Bermuda,"BMU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bhutan,"BTN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","1.655","1.9","1.854","1.8","2.49","3.1","3.13","3.7","3.848","3.96","3.32","3.23","2.05","2.87","2.63","2.45","2.707","3.027","3.35","2.72","5.03"
Bolivia,"BOL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.439","2.623","2.603","2.654","2.615","2.598","2.575","2.614","2.603","2.973","2.609","2.255","2.066","2.437","2.021","3.111","3.498","3.655","3.519","3.682","7.903"
Bosnia and Herzegovina,"BIH","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","25.446","26.485","27.477","28.424","29.279","30.218","31.11","28.984","23.405","24.068","27.312","27.582","28.01","27.49","27.517","27.695","25.408","20.527","18.4","15.692","15.868"
Botswana,"BWA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","15.88","18.54","21.277","23.8","21.755","19.852","17.782","16.976","16.293","16.169","17.86","18.049","17.916","18.167","18.484","18.915","19.328","19.671","19.665","20.094","21.017"
Brazil,"BRA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","10.889","10.649","10.641","11.168","10.072","10.551","9.692","9.28","8.268","9.419","8.42","7.578","7.251","7.071","6.755","8.538","11.58","12.792","12.329","11.936","13.697"
British Virgin Islands,"VGB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brunei Darussalam,"BRN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.53","5.558","5.652","5.743","5.847","5.973","6.061","6.187","6.312","6.457","6.487","6.506","6.571","6.709","6.862","7.703","8.537","9.316","8.7","6.6","7.409"
Bulgaria,"BGR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","16.218","19.921","18.11","13.733","12.037","10.083","8.951","6.878","5.609","6.817","10.279","11.26","12.27","12.941","11.424","9.143","7.575","6.164","5.211","4.148","5.037"
Burkina Faso,"BFA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.687","2.748","2.862","2.78","3.48","4","3.67","3.3","3.501","3.723","3.725","3.827","3.849","4.054","4.255","4.472","4.598","4.662","4.695","4.493","4.59"
Burundi,"BDI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.137","3.154","3.168","3.145","3.177","3.162","3.185","2.404","1.634","1.622","1.615","1.602","1.593","1.584","1.572","1.449","1.352","1.25","1.147","1.043","1.03"
Cabo Verde,"CPV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","13.024","13.242","13.379","13.604","13.456","13.439","13.378","13.294","13.307","13.517","10.67","10.956","11.145","11.398","11.689","11.923","12.085","12.24","12.17","12.123","14.65"
Cambodia,"KHM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","0.745","0.778","0.862","0.909","1.004","1.061","1.16","1.257","0.825","0.579","0.771","0.577","0.505","0.438","0.692","0.393","0.716","0.141","0.129","0.119","0.172"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","7.533","7.46","6.711","5.908","5.087","4.4","3.729","3.063","3.386","3.743","4.11","3.988","3.836","3.686","3.534","3.518","3.529","3.573","3.608","3.632","3.881"
Canada,"CAN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.829","7.219","7.665","7.574","7.185","6.758","6.484","6.156","6.284","8.46","8.178","7.637","7.392","7.143","7.023","6.945","7.038","6.426","5.837","5.69","9.657"
Cayman Islands,"CYM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Central African Republic,"CAF","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.722","5.77","5.809","5.809","5.729","5.691","5.61","5.562","5.51","5.575","5.658","5.638","5.58","5.566","5.633","5.775","5.793","5.836","5.825","5.916","6.519"
Chad,"TCD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","0.796","0.792","0.769","0.725","0.672","0.663","0.716","0.839","0.922","0.943","0.911","0.92","0.886","0.955","0.984","1.032","1.091","1.132","1.135","1.077","1.695"
Channel Islands,"CHI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.351","5.041","5.313","5.644","5.848","5.833","5.571","5.23","5.295","6.674","7.024","7.244","8.028","8.572","8.319","7.928","7.469","6.881","6.344","6.185","6.633"
Chile,"CHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","10.491","10.39","10.168","9.765","10.162","9.34","9.024","8.427","9.285","11.313","8.547","7.492","6.79","6.361","6.761","6.605","6.926","7.257","7.623","7.493","10.934"
China,"CHN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.26","3.8","4.24","4.58","4.49","4.52","4.43","4.35","4.59","4.72","4.53","4.55","4.58","4.6","4.63","4.65","4.56","4.47","4.31","4.56","5"
Colombia,"COL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","20.52","15.04","14.481","13.221","13.717","11.062","11.088","11.204","11.273","12.066","11.153","10.288","9.959","9.246","8.799","8.572","8.922","9.086","9.36","10.28","15.983"
Comoros,"COM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.4","4.379","4.372","4.559","4.571","4.527","4.482","4.474","4.416","4.303","4.19","4.12","4.091","3.98","3.984","4.031","4.117","4.049","3.975","3.926","4.468"
"Congo, Dem. Rep.","COD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.245","3.251","3.179","3.057","2.976","2.948","3.174","3.404","3.627","3.882","4.098","4.317","4.485","4.469","4.436","4.441","4.528","4.613","4.632","4.605","5.355"
"Congo, Rep.","COG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","19.872","19.88","19.644","19.877","19.896","19.796","19.563","19.909","19.962","19.844","19.3","19.435","19.491","19.845","19.696","20.02","20.298","20.737","20.84","20.494","22.286"
Costa Rica,"CRI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.08","6.051","6.396","6.654","6.445","6.749","5.926","4.557","4.934","7.824","7.171","9.518","9.11","8.218","8.499","8.415","8.085","7.729","9.01","10.807","16.432"
Cote d'Ivoire,"CIV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.835","5.195","5.508","5.847","5.915","6.023","6.017","6.284","6.382","6.573","6.607","7.144","7.223","4.255","3.274","2.573","1.896","3.272","2.852","2.401","2.588"
Croatia,"HRV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","16.064","15.822","15.053","13.924","13.664","12.598","11.13","9.909","8.53","9.202","11.62","13.678","16.046","17.231","17.209","16.15","13.015","11.078","8.322","6.551","7.389"
Cuba,"CUB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.45","4.08","3.31","2.33","1.854","1.95","1.913","1.788","1.583","1.67","2.5","3.18","3.46","3.29","2.7","2.4","2","1.7","1.7","1.705","2.233"
Curacao,"CUW","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cyprus,"CYP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.766","4.043","3.336","4.153","4.77","5.481","4.593","3.946","3.756","5.594","6.359","7.942","12.097","16.131","16.277","15.026","13.006","11.155","8.504","7.155","7.755"
Czechia,"CZE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","8.764","8.128","7.28","7.777","8.298","7.927","7.141","5.316","4.392","6.662","7.281","6.712","6.979","6.953","6.108","5.048","3.952","2.893","2.246","2.015","2.55"
Denmark,"DNK","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.476","4.164","4.274","5.398","5.204","4.83","3.897","3.801","3.683","6.409","7.746","7.769","7.798","7.384","6.925","6.278","5.989","5.833","5.131","5.018","5.644"
Djibouti,"DJI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","26.664","26.597","26.589","26.484","26.441","26.448","26.382","26.292","26.183","26.325","26.368","26.31","26.179","26.149","26.16","26.063","25.982","26.064","26.18","26.257","27.701"
Dominica,"DMA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Dominican Republic,"DOM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.432","7.262","6.779","6.938","6.303","6.587","5.654","5.158","4.764","5.467","5.212","6.087","6.722","7.351","6.719","7.605","7.284","5.832","5.861","6.356","6.126"
Ecuador,"ECU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.8","4.252","4.825","5.662","5.002","3.779","3.55","3.142","3.917","4.608","4.088","3.458","3.235","3.083","3.48","3.616","4.597","3.836","3.53","3.812","6.116"
"Egypt, Arab Rep.","EGY","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","8.98","9.26","10.01","10.91","10.32","11.049","10.49","8.8","8.517","9.087","8.757","11.849","12.597","13.154","13.105","13.052","12.45","11.767","9.855","7.851","7.974"
El Salvador,"SLV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.96","6.96","6.2","6.9","6.8","7.22","6.57","6.41","5.88","7.33","4.893","4.297","3.843","3.693","4.154","3.998","4.418","4.385","4.006","4.17","5.008"
Equatorial Guinea,"GNQ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","7.444","7.551","7.646","7.701","7.658","7.667","7.612","7.592","7.571","7.702","7.847","7.837","7.761","7.675","7.669","7.778","7.798","7.843","7.818","7.917","8.625"
Eritrea,"ERI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.656","5.74","5.794","5.79","5.704","5.721","5.707","5.719","5.683","5.757","5.854","5.801","5.692","5.624","5.637","5.751","5.772","5.804","5.756","5.812","6.375"
Estonia,"EST","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","13.36","13.134","10.026","11.288","10.248","8.033","5.915","4.592","5.455","13.548","16.707","12.328","10.021","8.631","7.352","6.412","6.882","5.807","5.412","4.514","6.956"
Eswatini,"SWZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","24.547","25.24","25.771","26.259","26.716","27.221","27.693","28.24","27.891","27.488","26.856","26.105","25.226","24.556","23.931","23.431","22.718","24.543","26.471","28.222","32.978"
Ethiopia,"ETH","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.499","3.16","3.054","3.008","2.776","2.497","2.337","2.337","2.326","2.326","2.295","2.27","2.252","2.251","2.361","2.442","2.556","2.665","2.811","2.928","3.998"
Faroe Islands,"FRO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Fiji,"FJI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.697","4.692","4.772","4.74","4.7","3.886","3.957","4.109","4.187","4.309","4.345","4.406","4.375","4.356","4.323","4.288","4.319","4.418","4.523","4.661","5.054"
Finland,"FIN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","11.134","10.29","10.423","10.469","10.358","9.602","8.935","6.854","6.369","8.249","8.394","7.781","7.689","8.193","8.663","9.376","8.818","8.64","7.361","6.695","7.759"
France,"FRA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","10.218","8.61","8.702","8.306","8.914","8.882","8.832","8.008","7.386","9.122","9.279","9.228","9.841","9.913","10.273","10.354","10.057","9.409","9.018","8.415","8.009"
French Polynesia,"PYF","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","11.583","11.665","11.71","11.751","11.702","11.722","11.768","11.74","11.76","11.963","12.133","12.257","12.134","12.027","11.894","11.794","11.727","11.595","11.599","11.591","12.963"
Gabon,"GAB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","17.848","17.827","17.376","17.126","17.108","16.91","17.805","18.257","19.212","19.76","20.39","19.895","19.661","19.736","19.873","19.943","20.117","20.307","20.459","20.371","21.279"
"Gambia, The","GMB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","9.722","9.64","10.039","9.991","9.948","9.92","10.241","10.425","10.065","9.778","9.673","10.276","10.346","9.454","8.191","7.226","6.244","5.097","4.055","4.481","5.84"
Georgia,"GEO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","10.82","11.16","12.59","11.51","12.62","13.81","13.57","13.28","17.87","20.71","20.203","19.632","19.653","19.416","17.439","16.506","16.604","13.939","12.667","11.565","11.734"
Germany,"DEU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","7.917","7.773","8.482","9.779","10.727","11.193","10.277","8.732","7.508","7.88","7.043","5.967","5.372","5.316","4.979","4.612","4.104","3.781","3.384","3.163","3.881"
Ghana,"GHA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","10.456","9.615","8.711","7.728","6.758","5.816","4.897","5.104","5.144","5.362","5.384","4.213","3.126","2.173","4.403","6.806","5.256","3.369","3.204","3.067","3.178"
Gibraltar,"GIB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Greece,"GRC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","11.345","10.764","10.346","9.839","10.628","10.074","8.906","8.351","7.664","9.546","12.719","17.973","24.731","27.686","26.708","24.981","23.514","21.413","19.179","17.045","15.899"
Greenland,"GRL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Grenada,"GRD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Guam,"GUM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","15.32","13.213","11.39","9.693","7.7","7","7.4","8.3","8.892","9.3","8.2","13.3","12.2","11.5","7.6","6.9","5.4","5.418","5.45","5.405","6.241"
Guatemala,"GTM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.143","2.251","2.254","2.807","2.971","3.059","2.96","2.847","2.898","3.22","3.497","3.169","2.765","3.017","2.717","2.506","2.583","2.462","2.283","2.193","2.965"
Guinea,"GIN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.586","4.584","4.549","4.628","4.709","4.814","4.863","4.787","4.803","4.914","5.018","5.024","4.874","4.944","5.044","5.15","4.997","4.86","4.835","5.018","6.007"
Guinea-Bissau,"GNB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.358","2.958","3.146","3.169","3.226","3.184","3.143","3.125","3.157","3.163","3.121","3.072","3.135","3.173","3.285","3.168","3.139","3.089","3.127","2.413","2.887"
Guyana,"GUY","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","11.917","11.796","11.81","11.529","11.281","11.085","10.7","10.84","11.018","11.307","11.632","11.811","12.029","12.296","12.637","13.009","13.263","13.466","13.627","13.172","15.308"
Haiti,"HTI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","8.443","9.728","11.008","12.151","13.415","14.559","15.866","16.8","16.204","15.398","15.244","14.506","14.1","13.704","13.808","13.785","13.902","13.932","13.934","14.095","15.573"
Honduras,"HND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.883","4","4.02","5.3","5.99","4.909","3.574","3.211","3.156","3.292","4.119","4.474","3.755","5.646","7.078","6.147","6.727","5.528","5.648","5.698","10.982"
"Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.92","5.09","7.28","7.86","6.74","5.58","4.77","4.01","3.56","5.26","4.329","3.422","3.285","3.4","3.296","3.314","3.392","3.124","2.805","2.917","5.808"
Hungary,"HUN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.563","5.671","5.608","5.79","5.832","7.189","7.494","7.406","7.817","10.03","11.172","11.029","11.003","10.177","7.725","6.813","5.115","4.156","3.667","3.411","4.248"
Iceland,"ISL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","1.936","1.874","2.988","3.997","4.031","2.547","2.83","2.251","2.946","7.22","7.564","7.028","6","5.376","4.897","3.979","2.978","2.742","2.704","3.507","5.478"
India,"IND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","7.589","7.611","7.681","7.633","7.598","7.551","7.553","7.562","7.629","7.636","7.631","7.609","7.645","7.678","7.656","7.629","7.611","7.626","7.652","6.51","7.859"
Indonesia,"IDN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.077","6.082","6.604","6.657","7.303","7.945","7.551","8.06","7.208","6.106","5.614","5.153","4.468","4.336","4.049","4.514","4.301","3.783","4.387","3.59","4.255"
"Iran, Islamic Rep.","IRN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","11.698","12.362","12.8","11.529","10.3","11.813","11.519","10.772","10.63","12.113","13.679","12.491","12.275","10.595","10.68","11.166","12.618","12.232","12.195","10.74","9.687"
Iraq,"IRQ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","8.038","8.249","8.619","8.959","8.715","8.57","8.411","8.646","8.466","8.415","8.267","8.193","7.965","9.222","10.59","10.865","10.82","13.02","13.458","14.096","15.766"
Ireland,"IRL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.318","3.684","4.216","4.478","4.491","4.237","4.355","4.98","6.774","12.609","14.534","15.354","15.451","13.735","11.858","9.908","8.374","6.713","5.741","4.95","5.623"
Isle of Man,"IMN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Israel,"ISR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","11.102","11.812","12.888","13.505","13.029","11.342","10.707","9.379","7.704","9.534","8.48","7.139","6.762","6.137","5.789","5.176","4.723","4.14","3.917","3.731","4.169"
Italy,"ITA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","10.834","9.599","9.211","8.869","7.866","7.73","6.777","6.076","6.723","7.749","8.363","8.359","10.655","12.149","12.683","11.896","11.688","11.211","10.538","9.884","9.192"
Jamaica,"JAM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.752","6.641","6.616","6.534","6.539","6.577","6.605","6.607","6.666","7.314","7.63","8.034","8.695","9.698","9.046","8.825","8.634","7.399","5.47","4.987","6.501"
Japan,"JPN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.748","5.02","5.386","5.251","4.734","4.446","4.192","3.888","4.002","5.068","5.102","4.55","4.358","4.038","3.589","3.385","3.132","2.822","2.467","2.351","2.809"
Jordan,"JOR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","13.7","14.7","15.3","14.5","14.626","14.8","14","13.1","12.7","12.9","12.5","12.9","12.2","12.6","11.9","13.075","15.275","18.12","18.257","16.801","19.213"
Kazakhstan,"KAZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","12.75","10.43","9.33","8.78","8.4","8.13","7.79","7.26","6.63","6.55","5.77","5.39","5.29","5.2","5.06","4.93","4.96","4.9","4.85","4.8","4.89"
Kenya,"KEN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.884","2.876","2.916","2.869","2.844","2.739","2.673","2.642","2.751","2.816","2.793","2.699","2.678","2.762","2.767","2.762","2.757","3.542","4.284","5.014","5.613"
Kiribati,"KIR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Korea, Dem. People's Rep.","PRK","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.653","3.676","3.644","3.668","3.62","3.576","3.55","3.547","3.48","3.48","3.419","3.516","3.542","3.567","3.509","3.523","3.574","3.498","3.409","3.439","3.624"
"Korea, Rep.","KOR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","4.063","3.699","3.046","3.348","3.42","3.482","3.254","3.013","2.959","3.363","3.324","2.992","2.812","3.067","3.082","3.546","3.65","3.653","3.824","3.746","3.931"
Kosovo,"XKX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kuwait,"KWT","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","0.8","0.8","1.1","1.3","1.7","1.455","1.3","1.5","1.75","1.64","1.82","2.051","2.227","2.465","2.9","2.2","2.16","2.23","2.202","2.213","3.489"
Kyrgyz Republic,"KGZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.143","2.273","2.416","2.548","2.68","2.816","2.962","3.094","3.207","3.343","3.503","3.644","3.786","3.881","4.02","4.138","4.294","4.425","4.559","5.45","5.945"
Lao PDR,"LAO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.045","1.881","1.775","1.639","1.498","1.35","1.199","1.068","0.944","0.835","0.708","0.96","1.208","1.469","1.733","2.006","2.634","3.268","2.897","2.531","2.349"
Latvia,"LVA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","14.211","13.821","13.829","12.061","11.708","10.033","7.03","6.052","7.739","17.515","19.482","16.206","15.047","11.867","10.846","9.873","9.643","8.715","7.412","6.312","8.098"
Lebanon,"LBN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","8.641","8.499","8.248","8.061","7.85","8.249","8.679","8.98","7.666","6.355","6.768","7.352","7.952","8.477","8.84","9.312","9.794","10.258","10.755","11.301","13.252"
Lesotho,"LSO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","16.169","16.081","16.079","16.056","16.154","16.031","16.054","15.942","15.851","16.115","16.068","16.115","15.761","15.926","16.066","16.223","16.138","16.379","16.614","16.876","18.385"
